car_park_id,address,x_coordinate,y_coordinate,parking_system_type,short_term_parking,whole_day_parking,0700to1900_parking,0700to2230_parking,free_parking,night_parking,car_park_basement,0700to1700_motorcars_rate,1700to0700_motorcars_rate,0700to2230_motorcycle_per_lot,22300to0700_motorcycle_per_lot
CK62,BLK 687 CHOA CHU KANG DRIVE,18715.5324,42855.1194,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CK63,BLK 689 CHOA CHU KANG CRESCENT,18826.1888,42747.1959,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CK64,BLK 692 CHOA CHU KANG CRESCENT,18872.7705,42404.3378,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CK65,"BLK 535,536 AND 537 CHOA CHU KANG STREET 51",18064.0069,41548.1433,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
CK66,BLK 573A CHOA CHU KANG STREET 52,18233.5224,41769.4117,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
CK7,BLK 135A TECK WHYE LANE,18945.8673,40250.2699,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CK70,BLK 476 CHOA CHU KANG AVENUE 5,17408.5254,39880.0108,ELECTRONIC PARKING,NO,NO,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
CK71,BLK 488 CHOA CHU KANG AVENUE 5,17467.9916,39852.8673,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CK72,BLK 489 CHOA CHU KANG AVENUE 5,17718.345,39728.0193,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CK73,BLK 801 KEAT HONG CLOSE,17994.5933,39697.5018,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CK74,BLK 805 KEAT HONG CLOSE,17975.1882,39477.9306,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CK75,BLK 809 CHOA CHU KANG AVENUE 1,18119.3938,39664.2718,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CK76,BLK 810 CHOA CHU KANG AVENUE 7,18305.5202,39560.1044,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CK77,BLK 815 CHOA CHU KANG AVENUE 7,18361.9468,39838.3954,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CK78,817 KEAT HONG LINK,18660.8389,39885.9891,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CK79,BLK 819 KEAT HONG LINK,18695.601,39679.8718,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CK8,BLK 201-221 CHOA CHU KANG CENTRAL,18405.5916,40449.7464,ELECTRONIC PARKING,NO,NO,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CK8A,BLK 203A CHOA CHU KANG AVENUE 1/CENTRAL,18614.0227,40353.8181,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CK9,BLK 223-227 CHOA CHU KANG CENTRAL,18162.1088,40384.5044,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
CK9A,BLK 228-239 CHOA CHU KANG CENTRAL,18449.8356,40217.8144,ELECTRONIC PARKING,NO,NO,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CLM,BLK 129A CLARENCE LANE,25894.5957,30541.7316,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CLNA,BLK 210 CLEMENTI AVENUE 6,20180.2167,33851.5291,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CLRG,312 CLEMENTI AVENUE 4,20283.9283,33479.407,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CLTR,BLK 311 CLEMENTI AVENUE 4,20411.5945,33513.7467,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CM1,BLK 10 CANTONMENT CLOSE,28656.4003,28548.62,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CR1,BLK 1/3/15/17 BEACH ROAD,31337.5185,31734.6056,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
CR1A,BLK 2 BEACH ROAD,31521.2359,31781.8809,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
CR1B,BLK 3 BEACH ROAD,31565.7734,31819.2245,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
CR2,BLK 3/4 BEACH ROAD,31599.1055,31890.8184,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
CR29,BLK 29/30 KELANTAN LANE,30612.5155,32012.4666,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CR3,BLK 9 NORTH BRIDGE ROAD,31450.707,31933.4004,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
CR30,BLK 639/640 ROWELL COURT,30406.377,32213.3125,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
CR31,BLK 632/633/635 VEERASAMY ROAD,30379.3535,32063.9883,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
CR4,BLK 7 NORTH BRIDGE ROAD,31351.9277,31854.1587,COUPON PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
CR5,BLK 18/19 JALAN SULTAN,31218.4922,31730.7441,COUPON PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
CR7,BLK 464/463 CRAWFORD LANE,31229.7422,31984.8511,ELECTRONIC PARKING,NO,NO,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CSM,BLK 54 CHIN SWEE ROAD MSCP,28873.2635,29983.8819,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
CTM1,BLK 441 COMMONWEALTH AVENUE WEST,20293.6227,33003.4096,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
CVBK,BLK 8C BOON KENG ROAD,31083.7452,33199.2328,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
CV1,BLK 1/1A TELOK PAKU ROAD,45233.8667,41140.4649,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
CV2,BLK 3 CHANGI VILLAGE ROAD,45212.8158,41314.4339,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
CV3,BLK 5 CHANGI VILLAGE ROAD,45045.6516,41323.3393,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
CV4,BLK 6 CHANGI VILLAGE ROAD,45264.5806,41344.1397,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
CY,BLK 269/269A/269B CHENG YAN COURT CAR PARK,30264.3593,31442.1456,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,1.6,0.6,0.65,0.65
C10,"BLK 339,341,344-345,371-381 CLEMENTI AVENUE 5",20837.8461,33414.5726,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C11,"BLK 321-322,324-326 CLEMENTI AVENUE 5",20522.6462,33009.6141,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
C12,"BLK 301-302,305-308 CLEMENTI AVENUE 4",20519.9139,33782.4237,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C13M,BLK 309A CLEMENTI AVENUE 4,20528.1198,33646.8063,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C14M,BLK 318A CLEMENTI AVENUE 4,20417.4455,33296.1766,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C15M,BLK 440 CLEMENTI AVENUE 3,20290.6787,33170.3249,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
C16,BLK 430-435 CLEMENTI AVENUE 3,20116.5191,32955.7857,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
C17,"BLK 442-444,442A CLEMENTI AVENUE 3",20273.9935,32905.3373,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
C18,BLK 426/428 CLEMENTI AVENUE 3,20215.8784,32729.9597,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
C18A,BLK 426/427 CLEMENTI AVENUE 3,20306.3068,32672.9468,ELECTRONIC PARKING,YES,NO,YES,NO,NO,NO,NO,0.6,0.6,0.65,0.65
C19M,BLK 445 CLEMENTI AVENUE 3,20269.322,32850.6337,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
C2M,BLK 463 CLEMENTI AVENUE 1,20717.3694,32581.3946,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C20,BLK 449-451 CLEMENTI AVENUE 3,20425.9232,32848.95,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
C20M,BLK 462A CLEMENTI AVENUE 3,20469.2131,32645.0967,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C21L,BLK 454 TO 460 CLEMENTI AVENUE 3,20624.0039,32590.9865,ELECTRONIC PARKING,NO,NO,NO,NO,NO,NO,NO,0.6,0.6,0.65,0.65
C21M,BLK 455A CLEMENTI AVENUE 3,20566.6991,32662.4476,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C22M,BLK 109A CLEMENTI STREET 11,20991.1005,33766.9817,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C24,BLK 110/118 CLEMENTI STREET 13,21096.4707,34048.6484,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C25,BLK 101-104 CLEMENTI STREET 14,20840.7482,33844.4911,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C26,BLK 105-107 CLEMENTI STREET 12,20945.3775,33870.6421,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C27,BLK 108/109 CLEMENTI STREET 11,21010.3372,33832.437,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C28,BLK 201/206 CLEMENTI AVENUE 6,20211.495,33712.5638,COUPON PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C28M,BLK 208 CLEMENTI AVENUE 6,20070.902,33845.674,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C29,BLK 501-505 WEST COAST DRIVE,19754.8437,32767.8945,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C29A,BLK 503 WEST COAST DRIVE,19749.6211,32629.2695,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C3M,BLK 416A CLEMENTI AVENUE 1,20967.8189,32458.1382,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C3ML,"BLK 419, 420 AND 420A CLEMENTI AVENUE 1",20852.22,32522.1809,ELECTRONIC PARKING,NO,NO,NO,NO,NO,NO,NO,0.6,0.6,0.65,0.65
C30,BLK 507-509 WEST COAST DRIVE,19998.4863,32640.0059,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C31,BLK 510/511 WEST COAST ROAD,19907.0039,32541.0547,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C32,BLK 514-519 WEST COAST ROAD,19738.0729,32326.8057,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C33,BLK 601-613 CLEMENTI WEST STREET 1,20603.5028,31877.1704,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C34,BLK 702/703 WEST COAST ROAD,19944.5184,32148.1942,ELECTRONIC PARKING,NO,NO,NO,NO,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
C35,BLK 704-714 CLEMENTI WEST STREET 2,20000.4883,31993.6074,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C36,BLK 728/729 CLEMENTI WEST STREET 2,20236.2232,31960.1377,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
C37,"BLK 720-727,730-731 CLEMENTI WEST STREET 2",20282.323,31764.2687,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C38,BLK 715-717 CLEMENTI WEST STREET 2,20121.5156,31683.3711,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
C39,CLEMENTI SPORTS COMPLEX,20089.6113,32510.9746,COUPON PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C4M,BLK 413A COMMONWEALTH AVENUE WEST,21009.1656,32642.4126,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C40L,BLK 801A TO 801C WEST COAST CRESCENT,20273.1009,31460.4731,ELECTRONIC PARKING,NO,NO,NO,NO,NO,NO,NO,0.6,0.6,0.65,0.65
C40M,BLK 801 WEST COAST CRESCENT,20275.5121,31340.853,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
C41,CLEMENTI WOODS,20789.5326,31386.0593,COUPON PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C5,"BLK 358-360,362-363,366-367 CLEMENTI AVENUE 2",20905.8297,32821.8286,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C6,BLK 328-334 CLEMENTI AVENUE 2,20696.2978,32975.0306,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C7,BLK 349-355 CLEMENTI AVENUE 2,21037.2754,33018.7828,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C8,BLK 335/338 CLEMENTI AVENUE 2,20800.9102,33216.8047,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
C9,BLK 340/342/343/346-348 CLEMENTI AVENUE  5,20988.0194,33324.5654,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
DRM1,BLK 104C DEPOT ROAD,25576.6096,29218.1692,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
DRM2,BLK 112C DEPOT ROAD,25165.8976,29305.1091,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
DRM3,108A DEPOT ROAD,25390.1316,29254.1321,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
DRM4,BLK 105 DEPOT ROAD,25668.1428,29257.6985,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
DRM5,BLOCK 110 DEPOT ROAD,25346.6693,29308.7018,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,YES,0.6,0.6,0.65,0.65
DRS,BLK 102A/102B DEPOT ROAD,25737.908,29213.3689,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
DSRL,BLK 38A MARGARET DRIVE,24864.8825,31078.208,ELECTRONIC PARKING,NO,NO,NO,NO,NO,NO,NO,0.6,0.6,0.65,0.65
DSR1,BLK 31A MARGARET DRIVE,24685.6441,31202.2045,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
DSR2,BLK 37A MARGARET DRIVE,24885.23,31140.1423,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
DUXM,BLK 1 CANTONMENT ROAD,28860.8985,28827.1925,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,YES,1.6,0.6,0.65,0.65
DWSO,BLK 40 & 41 MARGARET DRIVE,25064.6593,30982.3473,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
DWSP,BLK 95A DAWSON ROAD,25620.1022,30938.7202,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
DWST,BLK 89A DAWSON ROAD,25626.2862,30840.6986,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
DWSV,BLK 85 DAWSON ROAD,25362.2059,30853.9755,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
DWVT,BLK 78A DAWSON ROAD,25420.9278,30734.4029,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
ECM,BLK 31A EUNOS CRESCENT,35602.0712,33584.2527,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
ECML,"BLK 34 TO 36, 37A TO 37C EUNOS CRESCENT/ EUNOS ROAD 2",35592.0791,33722.6334,ELECTRONIC PARKING,NO,NO,NO,NO,NO,NO,NO,0.6,0.6,0.65,0.65
ECM2,BLK 39 EUNOS ROAD 2,35493.2923,33564.1391,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
EC2,BLK 12-25 EUNOS CRESCENT,35915.3437,33873.7578,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
EC3,BLK 5-8/11/4A EUNOS CRESCENT,35919.0977,33712.4297,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
EC4,BLK 1-3/1A EUNOS CRESCENT,35720.628,33641.6254,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
EC5,BLK 9-10 EUNOS CRESCENT,35717.5859,33809.3711,COUPON PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
EC7,BLK 842-848 SIMS AVENUE,35601.9233,33339.4481,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
EC7T,BLK 842 TO 848 SIMS AVENUE,35554.1536,33406.7099,COUPON PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
EC8,BLK 2A EUNOS MRT SIMS AVENUE,35778.02,33499.0305,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
EI1,BLK 1001-1085 EUNOS INDUSTRIAL ESTATE,35070.0793,33964.0908,COUPON PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
EI3,BLK 410 TO 417 EUNOS ROAD 5,35240.6635,33456.9535,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
EPL,BLK 1/7 EVERTON PARK,28733.8679,28847.7781,ELECTRONIC PARKING,NO,NO,NO,NO,NO,NO,NO,0.6,0.6,0.65,0.65
EPM,BLK 6A EVERTON ROAD,28622.0835,28739.5121,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
FRM,BLK 808 FRENCH ROAD MSCP,31121.2668,32341.4155,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
FR2C,BLK 3/4 QUEEN'S ROAD,25150.3008,33394.0586,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
FR2S,BLK 2/3/4 QUEEN'S ROAD,25091.4622,33354.5073,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
FR3M,BLK 8A EMPRESS ROAD,24983.1434,33218.9585,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
FR4M,BLK 6A FARRER ROAD,25130.4814,33238.9594,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
GBM,BLK 60A GEYLANG BAHRU,31930.2182,33890.9953,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
GEM,BLK 118 ALJUNIED AVENUE 2,34041.285,33588.5472,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
GEML,BLK 118 ALJUNIED AVENUE 2,34068.7879,33577.593,ELECTRONIC PARKING,NO,NO,NO,NO,NO,NO,NO,0.6,0.6,0.65,0.65
GE1A,BLK 99-106/111-112 ALJUNIED CRESCENT,33577.7747,33572.0259,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
GE1B,BLK 114-117 ALJUNIED AVENUE 2,33973.3743,33717.7668,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
GE1C,BLK 119 ALJUNIED CRESCENT,33896.2141,33557.8016,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
GE1D,BLK 1005-1012 ALJUNIED CRESCENT,34214.9727,33789.4883,COUPON PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
GE1E,BLK 109-110 ALJUNIED CRESCENT,33687.9721,33553.6719,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
GE1F,BLK 107-108 ALJUNIED CRESCENT,33666.5701,33497.1087,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
GE1G,BLK 95 & 113 ALJUNIED CRESCENT,33897.2922,33690.8917,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
GE2,BLK 120 TO 123 GEYLANG EAST CENTRAL,33733.7656,33357.2852,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
GE3,BLK 124 TO 128 GEYLANG EAST AVENUE 1,34014.6484,33308.1484,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
GE5,BLK 129-134 GEYLANG EAST AVENUE 1/2,34037.1328,33202.9687,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
GMLM,BLK 24 GHIM MOH LINK,22713.9209,32338.0954,ELECTRONIC PARKING,NO,NO,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
GM1A,BLK 2A GHIM MOH ROAD,22836.9123,32767.7127,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
GM1B,BLK 5A GHIM MOH ROAD,22985.068,32801.7739,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
GM1M,31A GHIM MOH LINK,22552.3566,32407.3317,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
GM2,BLK 7/8/9 GHIM MOH ROAD,22974.2865,32655.7823,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
